player_id,player_name,team
443259,Rofiat IMURAN,NGA
467683,Esther OKORONKWO,NGA
359194,Kailen SHERIDAN,CAN
359180,Kadeisha BUCHANAN,CAN
397247,Jayde RIVIERE,CAN
326252,Ashley LAWRENCE,CAN
420157,Vanessa GILLES,CAN
326251,QUINN,CAN
395390,Deanne ROSE,CAN
397230,Julia GROSSO,CAN
190146,Christine SINCLAIR,CAN
357771,Adriana LEON,CAN
397234,Jordyn HUITEMA,CAN
300474,Sabrina DANGELO,CAN
378052,Lysianne PROULX,CAN
302146,Allysha CHAPMAN,CAN
300492,Shelina ZADORSKY,CAN
398394,Evelyne VIENS,CAN
224525,Sophie SCHMIDT,CAN
359191,Nichelle PRINCE,CAN
377907,Gabrielle CARLE,CAN
377901,Jessie FLEMING,CAN
357781,Cloe LACASSE,CAN
443223,Simi AWUJO,CAN
420159,Olivia SMITH,CAN
467179,Olivia McDANIEL,PHI
467166,Jessika COWART,PHI
467162,Hali LONG,PHI
395163,Angela BEARD,PHI
467189,Sofia HARRISON,PHI
467143,Alicia BARKER,PHI
357779,Jaclyn SAWICKI,PHI
467187,Sara EGGESVIK,PHI
467181,Quinley QUEZADA,PHI
467188,Sarina BOLDEN,PHI
467171,Katrina GUILLOU,PHI
467169,Kaiya JOTA,PHI
467174,Kiara FONTANILLA,PHI
467175,Malea CESAR,PHI
467190,Tahnai ANNIS,PHI
467149,Isabella FLANIGAN,PHI
467153,Chandler McDANIEL,PHI
467145,Anicka CASTANEDA,PHI
467184,Ryley BUGAY,PHI
467177,Meryll SERRANO,PHI
467152,Carleigh FRILLES,PHI
467158,Dominique RANDLE,PHI
467183,Reina BONTA,PHI
237727,Gaelle THALMANN,SUI
386557,Julia STIERLI,SUI
357344,Noelle MARITZ,SUI
466919,Luana BUEHLER,SUI
357337,Eseosa AIGBOGUN,SUI
466932,Geraldine REUTELER,SUI
462819,Coumba SOW,SUI
321265,Lia WAELTI,SUI
252708,Ana Maria CRNOGORCEVIC,SUI
252724,Ramona BACHMANN,SUI
466936,Seraina PIUBEL,SUI
466929,Livia PENG,SUI
466913,Seraina FRIEDLI,SUI
466928,Lara MARTI,SUI
466903,Laura FELBER,SUI
466904,Amira ARFAOUI,SUI
466937,Nadine RIESEN,SUI
412956,Marion REY,SUI
386553,Sandrine MAURON,SUI
392588,Viola CALLIGARIS,SUI
386541,Fabienne HUMM,SUI
466927,Meriame TERCHOUN,SUI
466921,Alisha LEHMANN,SUI
398098,Misa RODRIGUEZ,ESP
396930,Ona BATLLE,ESP
387133,Irene PAREDES,ESP
325623,Ivana ANDRES,ESP
413016,Olga CARMONA,ESP
413022,Teresa ABELLEIRA,ESP
377762,Aitana BONMATI,ESP
387138,Jennifer HERMOSO,ESP
420276,Esther GONZALEZ,ESP
415394,Salma PARALLUELO,ESP
467297,Athenea DEL CASTILLO,ESP
415396,Enith SALON,ESP
396907,Cata COLL,ESP
420277,Irene GUERRERO,ESP
398097,Mariona CALDENTEY,ESP
325636,Alexia PUTELLAS,ESP
396929,Oihane HERNANDEZ,ESP
396914,Laia CODINA,ESP
396911,Eva NAVARRO,ESP
467287,Maria PEREZ,ESP
398088,Alba REDONDO,ESP
377723,Rocio GALVEZ,ESP
420284,Claudia ZORNOZA,ESP
467466,Daniela SOLERA,CRC
381545,Mariana BENAVIDES,CRC
467481,Valeria DEL CAMPO GUTIERREZ,CRC
377778,Fabiola VILLALOBOS,CRC
377792,Maria Paula COTO,CRC
377806,Gloriana VILLALOBOS,CRC
377788,Maria Paula ELIZONDO,CRC
300762,Katherine ALVARADO,CRC
381550,Melissa HERRERA,CRC
443412,Maria Paula SALAS,CRC
426607,Priscilla CHINCHILLA,CRC
443440,Genesis PEREZ,CRC
300754,Priscilla TAPIA,CRC
300758,Gabriela GUILLEN,CRC
386875,Carol SANCHEZ,CRC
377810,Mariela CAMPOS,CRC
300763,Raquel RODRIGUEZ,CRC
377789,Emilie VALENCIANO,CRC
386857,Cristin GRANADOS,CRC
377783,Sofia VARELA,CRC
443421,Alexandra PINELL,CRC
443443,Sheika SCOTT,CRC
467464,Catalina ESTRADA,CRC
301016,Alyssa NAEHER,USA
397281,Naomi GIRMA,USA
357578,Julie ERTZ,USA
300533,Crystal DUNN,USA
398183,Emily FOX,USA
398178,Savannah DEMELO,USA
357577,Lindsey HORAN,USA
358541,Andi SULLIVAN,USA
397320,Sophia SMITH,USA
302753,Alex MORGAN,USA
415662,Trinity RODMAN,USA
381356,Casey MURPHY,USA
420164,Aubrey KINGSBURY,USA
397316,Ashley SANCHEZ,USA
357790,Sofia HUERTA,USA
251016,Kelley OHARA,USA
420171,Lynn WILLIAMS,USA
443179,Alyssa THOMPSON,USA
430653,Alana COOK,USA
357595,Emily SONNETT,USA
212337,Megan RAPINOE,USA
381352,Rose LAVELLE,USA
300548,Kristie MEWIS,USA
466807,Thi Kim Thanh TRAN,VIE
466795,Thi Thu Thuong LUONG,VIE
466808,Thi Thu TRAN,VIE
466791,Thi Loan HOANG,VIE
466793,Thi Diem My LE,VIE
466809,Thi Thu Thao TRAN,VIE
466781,Thi Tuyet Dung NGUYEN,VIE
466806,Thi Hai Linh TRAN,VIE
466802,Thi Thao THAI,VIE
394105,Thi Bich Thuy NGUYEN,VIE
466786,Nhu HUYNH,VIE
466789,Thi Kieu Oanh DAO,VIE
466792,Thi Hang KHONG,VIE
394095,Thi Kieu CHUONG,VIE
466811,Thi Thuy Nga TRAN,VIE
466812,Thi Thuy Trang TRAN,VIE
466774,Hai Yen PHAM,VIE
466780,Thi Thuy Hang NGUYEN,VIE
466776,Thi Van DUONG,VIE
466813,Thi Hoa VU,VIE
466800,Thi Thanh Nha NGUYEN,VIE
466796,Thi Van Su NGAN,VIE
466779,Thi My Anh NGUYEN,VIE
430874,Catherine MUSONDA,ZAM
430887,Lushomo MWEEMBA,ZAM
377957,Margaret BELEMU,ZAM
377943,Martha TEMBO,ZAM
430886,Agness MUSESA,ZAM
467115,Susan BANDA,ZAM
430880,Evarine KATONGO,ZAM
377956,Ireen LUNGU,ZAM
378057,Barbra BANDA,ZAM
430882,Racheal KUNDANANJI,ZAM
430884,Siomala MAPEPA,ZAM
467119,Leticia LUNGU,ZAM
467116,Eunice SAKALA,ZAM
430873,Judith SOKO,ZAM
377947,Mary MULENGA,ZAM
378050,Mary WILOMBE,ZAM
430883,Ochumba LUBANDJI,ZAM
335145,Hellen MUBANGA,ZAM
467126,Comfort SELEMANI,ZAM
378001,Hellen CHANDA,ZAM
430877,Avell CHITUNDU,ZAM
467113,Esther BANDA,ZAM
430890,Vast PHIRI,ZAM
386675,Ayaka YAMASHITA,JPN
377596,Moeka MINAMI,JPN
298545,Saki KUMAGAI,JPN
443504,Rion ISHIKAWA,JPN
358082,Risa SHIMIZU,JPN
377685,Fuka NAGANO,JPN
397163,Jun ENDO,JPN
358084,Yui HASEGAWA,JPN
397178,Hinata MIYAZAWA,JPN
323039,Mina TANAKA,JPN
443522,Aoba FUJINO,JPN
397186,Momoko TANAKA,JPN
358075,Chika HIRAO,JPN
358092,Shiori MIYAKE,JPN
358283,Hina SUGITA,JPN
323033,Hikaru NAOMOTO,JPN
397190,Riko UEKI,JPN
397183,Hana TAKAHASHI,JPN
398321,Honoka HAYASHI,JPN
419975,Kiko SEIKE,JPN
358091,Miyabi MORIYA,JPN
430365,Maika HAMANO,JPN
397162,Remina CHIBA,JPN
324586,Mary EARPS,ENG
300637,Lucy BRONZE,ENG
387131,Alex GREENWOOD,ENG
414755,Millie BRIGHT,ENG
381327,Jessica CARTER,ENG
420184,Keira WALSH,ENG
397109,Georgia STANWAY,ENG
397113,Ella TOONE,ENG
397093,Lauren HEMP,ENG
412864,Chloe KELLY,ENG
397103,Alessia RUSSO,ENG
431333,Hannah HAMPTON,ENG
397102,Ellie ROEBUCK,ENG
397087,Niamh CHARLES,ENG
459604,Lauren JAMES,ENG
300643,Rachel DALY,ENG
300649,Jordan NOBBS,ENG
397115,Lotte WUBBEN-MOY,ENG
412866,Esme MORGAN,ENG
321239,Laura COOMBS,ENG
420182,Beth ENGLAND,ENG
381319,Katie ZELEM,ENG
459605,Katie ROBINSON,ENG
411982,Kerly THEUS,HAI
461445,Jennyfer LIMAGE,HAI
413161,Tabita JOSEPH,HAI
413162,Betina PETIT-FRERE,HAI
422213,Kethna LOUIS,HAI
421910,Batcheba LOUIS,HAI
411968,Sherly JEUDY,HAI
411134,Nerilia MONDESIR,HAI
461459,Dayana PIERRE-LOUIS,HAI
413158,Melchie DUMORNAY,HAI
461455,Roselord BORGELLA,HAI
413155,Nahomie AMBROISE,HAI
461444,Lara LARCO,HAI
461460,Chelsea SURPRIS,HAI
461446,Maudeline MORYL,HAI
413159,Danielle ETIENNE,HAI
411961,Roseline ELOISSAINT,HAI
460055,Esthericove JOSEPH,HAI
461457,Darlina JOSEPH,HAI
413163,Milan PIERRE-JEROME,HAI
460057,Shwendesky JOSEPH,HAI
461449,Noa GANTHIER,HAI
411973,Ruthny MATHURIN,HAI
467413,Lene CHRISTENSEN,DEN
467436,Stine BALLISAGER,DEN
467451,Rikke SEVECKE,DEN
300619,Simone BOYE,DEN
300635,Katrine VEJE,DEN
467416,Josefine HASBO,DEN
467447,Karen HOLMGAARD,DEN
467429,Kathrine KUHL,DEN
300623,Pernille HARDER,DEN
467452,Nicoline SORENSEN,DEN
467434,Janni THOMSEN,DEN
467430,Kathrine LARSEN,DEN
467437,Maja BAY,DEN
467456,Sanne TROELSGAARD,DEN
467426,Emma SNERLE,DEN
462821,Amalie VANGSGAARD,DEN
467455,Sara THRIGE,DEN
467454,Frederikke THOGERSEN,DEN
467432,Rikke Marie MADSEN,DEN
467444,Luna GEVITZ,DEN
467440,Signe BRUUN,DEN
467443,Mille GEJL,DEN
467427,Sofie SVAVA,DEN
381061,XU Huan,CHN
358969,LI Mengwen,CHN
378028,YAO Wei,CHN
381068,CHEN Qiaozhu,CHN
381418,WU Chengshu,CHN
357316,ZHANG Xin,CHN
298729,ZHANG Rui,CHN
357307,YANG Lina,CHN
412692,ZHANG Linyan,CHN
386979,WANG Shanshan,CHN
298539,LOU Jiahui,CHN
430617,ZHU Yu,CHN
467747,PAN Hongyan,CHN
412676,DOU Jiaxing,CHN
411029,WANG Linlin,CHN
357266,WU Haiyan,CHN
357314,WANG Shuang,CHN
412686,SHEN Mengyu,CHN
381417,YAO Lingwei,CHN
358281,TANG Jiali,CHN
358284,XIAO Yuyi,CHN
298538,GU Yasha,CHN
357274,GAO Chen,CHN
387088,Zecira MUSOVIC,SWE
395146,Jonna ANDERSSON,SWE
386970,Magdalena ERIKSSON,SWE
324571,Amanda ILESTEDT,SWE
395147,Nathalie BJORN,SWE
298807,Kosovare ASLLANI,SWE
398247,Filippa ANGELDAL,SWE
356452,Fridolina ROLFO,SWE
398268,Johanna KANERYD,SWE
324596,Elin RUBENSSON,SWE
395148,Stina BLACKSTENIUS,SWE
420376,Jennifer FALK,SWE
466976,Tove ENBLOM,SWE
298806,Linda SEMBRANT,SWE
466979,Stina LENNARTSSON,SWE
466965,Anna SANDBERG,SWE
420379,Madelen JANOGY,SWE
387093,Lina HURTIG,SWE
321274,Sofia JAKOBSSON,SWE
398250,Rebecka BLOMQVIST,SWE
265238,Caroline SEGER,SWE
420373,Hanna BENNISON,SWE
321281,Olivia SCHOUGH,SWE
325696,Kaylin SWART,RSA
395378,Lebohang RAMALEPE,RSA
420048,Bongeka GAMEDE,RSA
395379,Bambanani MBANE,RSA
415569,Sibulele HOLWENI,RSA
467493,Hildah MAGAIA,RSA
395368,Linda MOTLHALO,RSA
326444,Jermaine SEOPOSENWE,RSA
356922,Refiloe JANE,RSA
420045,Kholosa BIYANA,RSA
395373,Thembi KGATLANA,RSA
356927,Andile DLAMINI,RSA
467510,Kebotseng MOLETSANE,RSA
317863,Noko MATLOU,RSA
415594,Fikile MAGAMA,RSA
467506,Noxolo CESANE,RSA
415578,Karabo DHLAMINI,RSA
467502,Gabriela SALGADO,RSA
420050,Tiisetso MAKHUBELA,RSA
467497,Melinda KGADIETE,RSA
325704,Robyn MOODALY,RSA
326440,Mapula KGOALE,RSA
467503,Wendy SHONGWE,RSA
413002,Daphne VAN DOMSELAAR,NED
386920,Stefanie VAN DER GRAGT,NED
264651,Sherida SPITSE,NED
387074,Dominique JANSSEN,NED
386926,Jill ROORD,NED
386918,Danielle VAN DE DONK,NED
420205,Jackie GROENEN,NED
412994,Victoria PELOVA,NED
467103,Esmee BRUGTS,NED
387076,Lineth BEERENSTEYN,NED
386923,Lieke MARTENS,NED
411033,Lize KOP,NED
413010,Jacintha WEIMAR,NED
430374,Lynn WILMS,NED
412991,Aniek NOUWEN,NED
386917,Merel VAN DONGEN,NED
420208,Katja SNOEIJS,NED
430372,Jill BAIJINGS,NED
387087,Renate JANSEN,NED
412984,Caitlin DIJKSTRA,NED
412979,Kerstin CASPARIJ,NED
467106,Wieke KAPTEIN,NED
396909,Damaris EGURROLA,NED
461468,INES PEREIRA,POR
461475,ANA BORGES,POR
461487,CAROLE COSTA,POR
461491,DIANA GOMES,POR
461489,CATARINA AMADO,POR
461482,ANDREIA NORTON,POR
461522,TATIANA PINTO,POR
461494,FATIMA PINTO,POR
461493,DOLORES SILVA,POR
461499,JESSICA SILVA,POR
461492,DIANA SILVA,POR
461513,PATRICIA MORAIS,POR
461518,RUTE COSTA,POR
461503,LUCIA ALVES,POR
461520,SILVIA REBELO,POR
461501,JOANA MARCHAO,POR
461481,ANDREIA JACINTO,POR
461478,ANA RUTE,POR
461479,ANA SEICA,POR
264765,CAROLINA MENDES,POR
461495,KIKA NAZARETH,POR
461476,ANA CAPETA,POR
461523,TELMA ENCARNACAO,POR
324335,Pauline PEYRAUD-MAGNIN,FRA
412946,Maelle LAKRAR,FRA
302715,Wendie RENARD,FRA
395231,Sakina KARCHAOUI,FRA
398288,Estelle CASCARINO,FRA
358671,Sandie TOLETTI,FRA
358581,Grace GEYORO,FRA
387218,Amel MAJRI,FRA
398314,Clara MATEO,FRA
254849,Eugenie LE SOMMER,FRA
358573,Kadidiatou DIANI,FRA
381192,Solene DURAND,FRA
467045,Constance PICAUD,FRA
443077,Laurina FAZER,FRA
398290,Elisa DE ALMEIDA,FRA
412930,Selma BACHA,FRA
358672,Aissatou TOUNKARA,FRA
301151,Kenza DALI,FRA
300666,Lea LE GARREC,FRA
387169,Viviane ASSEYI,FRA
467043,Naomie FELLER,FRA
381203,Eve PERISSET,FRA
443079,Vicki BECHO,FRA
295618,Rebecca SPENCER,JAM
420512,Chantelle SWABY,JAM
420520,Deneisha BLACKWOOD,JAM
420523,Allyson SWABY,JAM
467843,Tiernny WILTSHIRE,JAM
381333,Vyan SAMPSON,JAM
324589,Drew SPENCE,JAM
420516,Jody BROWN,JAM
420510,Cheyna MATTHEWS,JAM
420517,Khadija SHAW,JAM
467840,Atlanta PRIMUS,JAM
420511,Sydney SCHNEIDER,JAM
467833,Liya BROOKS,JAM
445557,Solai WASHINGTON,JAM
420513,Konya PLUMMER,JAM
420509,Havana SOLAUN,JAM
467839,Peyton McNAMARA,JAM
467841,Kameron SIMMONDS,JAM
467842,Kalyssa VAN ZANTEN,JAM
300473,Tiffany CAMERON,JAM
467837,Paige BAILEY-GAYLE,JAM
420488,Trudi CARTER,JAM
420503,Kayla McKENNA,JAM
377961,Francesca DURANTE,ITA
467085,Lucia DI GUGLIELMO,ITA
357525,Elena LINARI,ITA
377971,Lisa BOATTIN,ITA
357527,Cecilia SALVAI,ITA
378008,Manuela GIUGLIANO,ITA
420238,Barbara BONANSEA,ITA
467080,Chiara BECCARI,ITA
467062,Giulia DRAGONI,ITA
420242,Arianna CARUSO,ITA
420247,Valentina GIACINTI,ITA
357515,Laura GIULIANI,ITA
467058,Rachele BALDI,ITA
467090,Emma SEVERINI,ITA
467076,Benedetta ORSI,ITA
467061,Sofia CANTORE,ITA
420248,Cristiana GIRELLI,ITA
420249,Benedetta GLIONNA,ITA
420237,Elisa BARTOLI,ITA
378032,Annamaria SERTURINI,ITA
378037,Martina LENZINI,ITA
467086,Giada GREGGI,ITA
420243,Valentina CERNOIA,ITA
199325,Vanina CORREA,ARG
420334,Eliana STABILE,ARG
357688,Aldana COMETTI,ARG
461590,Sophia BRAUN,ARG
420328,Miriam MAYORGA,ARG
461594,Romina NUNEZ,ARG
420324,Daiana FALFAN,ARG
357674,Florencia BONSEGUNDO,ARG
420318,Lorena BENITEZ,ARG
330067,Estefania BANINI,ARG
277429,Mariana LARROQUETTE,ARG
461592,Lara ESPONDA,ARG
467570,Abigail CHAVES,ARG
357669,Adriana SACHS,ARG
461591,Julieta CRUZ,ARG
277423,Vanesa SANTANA,ARG
461584,Paulina GRAMAGLIA,ARG
420326,Dalila IPPOLITO,ARG
417317,Yamila RODRIGUEZ,ARG
357671,Camila GOMEZ ARES,ARG
251033,Gabriela CHAVEZ,ARG
461597,Chiara SINGARELLA,ARG
461593,Erica LONIGRO,ARG
358768,Merle FROHMS,GER
300514,Kathrin HENDRICH,GER
300505,Svenja HUTH,GER
381224,Felicitas RAUCH,GER
300511,Sara DOORSOUN,GER
358757,Sara DAEBRITZ,GER
325668,Melanie LEUPOLZ,GER
397123,Klara BUEHL,GER
325670,Lina MAGULL,GER
443451,Jule BRAND,GER
300509,Alexandra POPP,GER
420441,Ann-Katrin BERGER,GER
466950,Stina JOHANNES,GER
466948,Chantal HAGEL,GER
397131,Sophia KLEINHERNE,GER
296661,Marina HEGERING,GER
397141,Lena OBERDORF,GER
377677,Lea SCHUELLER,GER
397136,Sydney LOHMANN,GER
377665,Laura FREIGANG,GER
420442,Lena LATTWEIN,GER
412972,Sjoeke NUESKEN,GER
397122,Nicole ANYOMI,GER
467240,Khadija ER-RMICHI,MAR
467262,Zineb REDOUANI,MAR
467226,Sarah KASSI,MAR
467233,Hanane AIT EL HAJ,MAR
396934,Yasmin MRABET,MAR
467261,Elodie NAKKACH,MAR
467255,Ghizlane CHEBBAK,MAR
467237,Fatima TAGNAOUT,MAR
467236,Sakina OUZRAOUI,MAR
467232,Anissa LAHMARI,MAR
467252,Rosella AYANE,MAR
467250,Assia ZOUHAIR,MAR
467251,Ines AROUAISSA,MAR
419706,Nouhaila BENZINA,MAR
467234,Nesryne EL CHAD,MAR
467227,Salma AMANI,MAR
467259,Ibtissam JRAIDI,MAR
419704,Najat BADRI,MAR
467243,Sabah SEGHIR,MAR
467235,Rkia MAZROUAI,MAR
467258,Fatima GHARBI,MAR
443087,Kenza CHAPELLE,MAR
467230,Sofia BOUFTINI,MAR
321160,LETICIA,BRA
420470,ANTONIA,BRA
296322,RAFAELLE,BRA
215194,TAMIRES,BRA
415520,LAUREN,BRA
321165,LUANA,BRA
420474,ADRIANA,BRA
413090,ARY BORGES,BRA
397556,KEROLIN,BRA
322658,DEBINHA,BRA
296328,BIA ZANERATTO,BRA
251049,BARBARA,BRA
466993,CAMILA,BRA
420472,KATHELLEN,BRA
322662,ANDRESSA,BRA
397537,ANA VITORIA,BRA
190358,MARTA,BRA
415529,BRUNINHA,BRA
430580,DUDA SAMPAIO,BRA
398377,GEYSE,BRA
251055,MONICA,BRA
397535,ANGELINA,BRA
381604,GABI NUNES,BRA
461411,Yenith BAILEY,PAN
461392,Hilary JAEN,PAN
417227,Katherine CASTILLO,PAN
417315,Yomira PINZON,PAN
461378,Rosario VARGAS,PAN
461383,Carina BALTRIP-REYES,PAN
461404,Schiandra GONZALEZ,PAN
426619,Marta COX,PAN
424827,Natalia MILLS,PAN
417228,Aldrith QUINTERO,PAN
461394,Karla RILEY,PAN
461403,Sasha FABREGA,PAN
461390,Farissa CORDOBA,PAN
461409,Wendy NATIS,PAN
461387,Deysire SALAZAR,PAN
461388,Emily CEDENO,PAN
461401,Riley TANNER,PAN
461384,Carmen MONTENEGRO,PAN
461400,Rebeca ESPINOSA,PAN
417230,Laurie BATISTA,PAN
461389,Erika HERNANDEZ,PAN
417231,Lineth CEDENO,PAN
461410,Nicole DE OBALDIA,PAN
324728,Catalina PEREZ,COL
467025,Manuela VANEGAS,COL
467007,Daniela ARIAS,COL
322716,Carolina ARIAS,COL
467018,Jorelyn CARABALI,COL
467017,Lorena BEDOYA DURANGO,COL
324521,Daniela MONTOYA,COL
467008,Mayra RAMIREZ,COL
358920,Leicy SANTOS,COL
415740,Linda CAICEDO,COL
266411,Catalina USME,COL
330075,Sandra SEPULVEDA,COL
443347,Natalia GIRALDO,COL
266402,Diana OSPINA GARCIA,COL
415727,Maria Camila REYES,COL
358918,Marcela RESTREPO,COL
443330,Angela BARON,COL
443336,Ana GUZMAN,COL
296357,Lady ANDRADE,COL
467015,Monica RAMOS,COL
467019,Ivonne CHACON,COL
467012,Daniela CARACAS,COL
467011,Elexa BAHR,COL
221503,YOON Younggeul,KOR
387204,SHIM Seoyeon,KOR
321192,LIM Seonjoo,KOR
321968,KIM Hyeri,KOR
430222,CHOO Hyojoo,KOR
387209,CHO Sohyun,KOR
301317,LEE Geummin,KOR
300735,JI Soyun,KOR
322912,JANG Selgi,KOR
420235,SON Hwayeon,KOR
357391,CHOE Yuri,KOR
200391,KIM Jungmi,KOR
467540,RYU Jisu,KOR
381396,HONG Hyeji,KOR
420221,KIM Yunji,KOR
357467,MOON Mira,KOR
200393,PARK Eunsun,KOR
301329,JEON Eunha,KOR
415224,CHUN Garam,KOR
301327,LEE Youngju,KOR
467539,PHAIR Casey,KOR
443025,BAE Yebin,KOR
398218,KANG Chaerim,KOR
300600,Desire OPARANOZIE,NGA
326090,Halimatu AYINDE,NGA
377785,Rasheedat AJIBADE,NGA
